X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key
-86.2419,15.2,248,,Honduras,2022/04/30 11:21:00+00,15.2,-86.2419,426179,0,10893,0,,,Honduras
19.5033,47.1625000000001,249,,Hungary,2022/04/30 11:21:00+00,47.1625,19.5033,1901017,0,46201,0,,,Hungary
-19.0208,64.9631000000001,250,,Iceland,2022/04/30 11:21:00+00,64.9631,-19.0208,185579,0,119,0,,,Iceland
92.9681780000001,11.2259990000001,251,Andaman and Nicobar Islands,India,2022/04/30 11:21:00+00,11.225999,92.968178,10035,0,129,0,,,"Andaman and Nicobar Islands, India"
79.7400000000001,15.9129,252,Andhra Pradesh,India,2022/04/30 11:21:00+00,15.9129,79.74,2319683,0,14730,0,,,"Andhra Pradesh, India"
96.3842770000001,27.7684560000001,253,Arunachal Pradesh,India,2022/04/30 11:21:00+00,27.768456,96.384277,64495,0,296,0,,,"Arunachal Pradesh, India"
92.8304410000001,26.357149,254,Assam,India,2022/04/30 11:21:00+00,26.357149,92.830441,724212,0,7986,0,,,"Assam, India"
85.6048400000001,25.6796580000001,255,Bihar,India,2022/04/30 11:21:00+00,25.679658,85.60484,830556,0,12256,0,,,"Bihar, India"
76.7682780000001,30.733839,256,Chandigarh,India,2022/04/30 11:21:00+00,30.733839,76.768278,92051,0,1165,0,,,"Chandigarh, India"
82.0353660000001,21.264705,257,Chhattisgarh,India,2022/04/30 11:21:00+00,21.264705,82.035366,1152263,0,14034,0,,,"Chhattisgarh, India"
73.080901,20.1947420000001,258,Dadra and Nagar Haveli and Daman and Diu,India,2022/04/30 11:21:00+00,20.194742,73.080901,11441,0,4,0,,,"Dadra and Nagar Haveli and Daman and Diu, India"
77.10898,28.6465190000001,259,Delhi,India,2022/04/30 11:21:00+00,28.646519,77.10898,1881555,0,26174,0,,,"Delhi, India"
74.057396,15.3596820000001,260,Goa,India,2022/04/30 11:21:00+00,15.359682,74.057396,245421,0,3832,0,,,"Goa, India"
71.590923,22.6948840000001,261,Gujarat,India,2022/04/30 11:21:00+00,22.694884,71.590923,1224322,0,10943,0,,,"Gujarat, India"
76.3328240000001,29.2000400000001,262,Haryana,India,2022/04/30 11:21:00+00,29.20004,76.332824,992018,0,10619,0,,,"Haryana, India"
77.2330810000001,31.9272130000001,263,Himachal Pradesh,India,2022/04/30 11:21:00+00,31.927213,77.233081,284797,0,4134,0,,,"Himachal Pradesh, India"
76.6126380000001,33.7594300000001,264,Jammu and Kashmir,India,2022/04/30 11:21:00+00,33.75943,76.612638,454032,0,4751,0,,,"Jammu and Kashmir, India"
85.5576310000001,23.6545360000001,265,Jharkhand,India,2022/04/30 11:21:00+00,23.654536,85.557631,435222,0,5317,0,,,"Jharkhand, India"
76.166436,14.70518,266,Karnataka,India,2022/04/30 11:21:00+00,14.70518,76.166436,3947496,0,40099,0,,,"Karnataka, India"
76.4057490000001,10.4508980000001,267,Kerala,India,2022/04/30 11:21:00+00,10.450898,76.405749,6541077,0,69011,0,,,"Kerala, India"
77.5771,34.1526000000001,268,Ladakh,India,2022/04/30 11:21:00+00,34.1526,77.5771,28246,0,228,0,,,"Ladakh, India"
72.1833326,13.6999972,269,Lakshadweep,India,2022/04/30 11:21:00+00,13.6999972,72.1833326,11402,0,52,0,,,"Lakshadweep, India"
78.289633,23.5415130000001,270,Madhya Pradesh,India,2022/04/30 11:21:00+00,23.541513,78.289633,1041414,0,10735,0,,,"Madhya Pradesh, India"
76.1082210000001,19.449759,271,Maharashtra,India,2022/04/30 11:21:00+00,19.449759,76.108221,7877577,0,147842,0,,,"Maharashtra, India"
93.8825410000001,24.738975,272,Manipur,India,2022/04/30 11:21:00+00,24.738975,93.882541,137220,0,2120,0,,,"Manipur, India"
91.2788820000001,25.536934,273,Meghalaya,India,2022/04/30 11:21:00+00,25.536934,91.278882,93797,0,1593,0,,,"Meghalaya, India"
92.83822,23.309381,274,Mizoram,India,2022/04/30 11:21:00+00,23.309381,92.83822,227419,0,696,0,,,"Mizoram, India"
94.4703020000001,26.0670200000001,275,Nagaland,India,2022/04/30 11:21:00+00,26.06702,94.470302,35488,0,760,0,,,"Nagaland, India"
84.4180590000001,20.5054280000001,276,Odisha,India,2022/04/30 11:21:00+00,20.505428,84.418059,1288034,0,9124,0,,,"Odisha, India"
78.8649800000001,11.882658,277,Puducherry,India,2022/04/30 11:21:00+00,11.882658,78.86498,165788,0,1962,0,,,"Puducherry, India"
75.4087900000001,30.841465,278,Punjab,India,2022/04/30 11:21:00+00,30.841465,75.40879,759565,0,17748,0,,,"Punjab, India"
73.8479730000001,26.583423,279,Rajasthan,India,2022/04/30 11:21:00+00,26.583423,73.847973,1283595,0,9552,0,,,"Rajasthan, India"
88.4727120000001,27.571671,280,Sikkim,India,2022/04/30 11:21:00+00,27.571671,88.472712,39152,0,452,0,,,"Sikkim, India"
78.4006240000001,11.006091,281,Tamil Nadu,India,2022/04/30 11:21:00+00,11.006091,78.400624,3453883,0,38025,0,,,"Tamil Nadu, India"
79.0193,18.1124,282,Telangana,India,2022/04/30 11:21:00+00,18.1124,79.0193,791978,0,4111,0,,,"Telangana, India"
91.743565,23.7467830000001,283,Tripura,India,2022/04/30 11:21:00+00,23.746783,91.743565,100880,0,922,0,,,"Tripura, India"
,,284,Unknown,India,2022/04/30 11:21:00+00,,,0,0,0,0,,,"Unknown, India"
80.5609820000001,26.9254250000001,285,Uttar Pradesh,India,2022/04/30 11:21:00+00,26.925425,80.560982,2074072,0,23507,0,,,"Uttar Pradesh, India"
79.1976080000001,30.1564470000001,286,Uttarakhand,India,2022/04/30 11:21:00+00,30.156447,79.197608,437473,0,7693,0,,,"Uttarakhand, India"
87.9798030000001,23.814082,287,West Bengal,India,2022/04/30 11:21:00+00,23.814082,87.979803,2018205,0,21201,0,,,"West Bengal, India"
113.9213,-0.7893,288,,Indonesia,2022/04/30 11:21:00+00,-0.7893,113.9213,6046796,0,156257,0,,,Indonesia
53.688046,32.4279080000001,289,,Iran,2022/04/30 11:21:00+00,32.427908,53.688046,7221653,0,141083,0,,,Iran
43.679291,33.223191,290,,Iraq,2022/04/30 11:21:00+00,33.223191,43.679291,2324982,0,25211,0,,,Iraq
-7.69209999999993,53.1424000000001,291,,Ireland,2022/04/30 11:21:00+00,53.1424,-7.6921,1517112,0,7087,0,,,Ireland
34.851612,31.046051,292,,Israel,2022/04/30 11:21:00+00,31.046051,34.851612,4074112,0,10695,0,,,Israel
13.3984382300001,42.35122196,293,Abruzzo,Italy,2022/04/30 11:21:00+00,42.35122196,13.39843823,372307,0,3213,0,,,"Abruzzo, Italy"
15.8051483400001,40.63947052,294,Basilicata,Italy,2022/04/30 11:21:00+00,40.63947052,15.80514834,126883,0,885,0,,,"Basilicata, Italy"
16.5944019400001,38.9059759800001,295,Calabria,Italy,2022/04/30 11:21:00+00,38.90597598,16.59440194,356327,0,2495,0,,,"Calabria, Italy"
14.2508498400001,40.83956555,296,Campania,Italy,2022/04/30 11:21:00+00,40.83956555,14.25084984,1598344,0,10274,0,,,"Campania, Italy"
11.3417208000001,44.49436681,297,Emilia-Romagna,Italy,2022/04/30 11:21:00+00,44.49436681,11.3417208,1406675,0,16614,0,,,"Emilia-Romagna, Italy"
13.7681364900001,45.6494354000001,298,Friuli Venezia Giulia,Italy,2022/04/30 11:21:00+00,45.6494354,13.76813649,362348,0,4998,0,,,"Friuli Venezia Giulia, Italy"
12.48366722,41.89277044,299,Lazio,Italy,2022/04/30 11:21:00+00,41.89277044,12.48366722,1478195,0,11102,0,,,"Lazio, Italy"
8.93269920000006,44.4114931500001,300,Liguria,Italy,2022/04/30 11:21:00+00,44.41149315,8.9326992,425640,0,5269,0,,,"Liguria, Italy"
9.19034740400002,45.4667940900001,301,Lombardia,Italy,2022/04/30 11:21:00+00,45.46679409,9.190347404,2758419,0,39915,0,,,"Lombardia, Italy"
13.5188753,43.6167597300001,302,Marche,Italy,2022/04/30 11:21:00+00,43.61675973,13.5188753,442932,0,3835,0,,,"Marche, Italy"
14.65916051,41.55774754,303,Molise,Italy,2022/04/30 11:21:00+00,41.55774754,14.65916051,59560,0,615,0,,,"Molise, Italy"
11.3566242200001,46.4993345300001,304,P.A. Bolzano,Italy,2022/04/30 11:21:00+00,46.49933453,11.35662422,210595,0,1463,0,,,"P.A. Bolzano, Italy"
11.1212309700001,46.06893511,305,P.A. Trento,Italy,2022/04/30 11:21:00+00,46.06893511,11.12123097,160805,0,1555,0,,,"P.A. Trento, Italy"
7.68068748300004,45.0732745,306,Piemonte,Italy,2022/04/30 11:21:00+00,45.0732745,7.680687483,1141349,0,13311,0,,,"Piemonte, Italy"
16.86736689,41.1255957600001,307,Puglia,Italy,2022/04/30 11:21:00+00,41.12559576,16.86736689,1062351,0,8258,0,,,"Puglia, Italy"
9.11061630600005,39.21531192,308,Sardegna,Italy,2022/04/30 11:21:00+00,39.21531192,9.110616306,278301,0,2349,0,,,"Sardegna, Italy"
13.3623567000001,38.11569725,309,Sicilia,Italy,2022/04/30 11:21:00+00,38.11569725,13.3623567,1108482,0,10568,0,,,"Sicilia, Italy"
11.2558888500001,43.76923077,310,Toscana,Italy,2022/04/30 11:21:00+00,43.76923077,11.25588885,1094630,0,9842,0,,,"Toscana, Italy"
12.3882469800001,43.1067584100001,311,Umbria,Italy,2022/04/30 11:21:00+00,43.10675841,12.38824698,267223,0,1834,0,,,"Umbria, Italy"
7.32014936600007,45.7375028600001,312,Valle d'Aosta,Italy,2022/04/30 11:21:00+00,45.73750286,7.320149366,34975,0,533,0,,,"Valle d'Aosta, Italy"
12.3384521300001,45.4349048500001,313,Veneto,Italy,2022/04/30 11:21:00+00,45.43490485,12.33845213,1662842,0,14449,0,,,"Veneto, Italy"
-77.2975,18.1096000000001,314,,Jamaica,2022/04/30 11:21:00+00,18.1096,-77.2975,129978,0,2962,0,,,Jamaica
137.211621,35.0355510000001,315,Aichi,Japan,2022/04/30 11:21:00+00,35.035551,137.211621,483649,0,2018,0,,,"Aichi, Japan"
140.408228,39.748679,316,Akita,Japan,2022/04/30 11:21:00+00,39.748679,140.408228,24698,0,57,0,,,"Akita, Japan"
140.828896,40.7815410000001,317,Aomori,Japan,2022/04/30 11:21:00+00,40.781541,140.828896,48423,0,96,0,,,"Aomori, Japan"
140.198917,35.510141,318,Chiba,Japan,2022/04/30 11:21:00+00,35.510141,140.198917,420297,0,1740,0,,,"Chiba, Japan"
132.856842,33.6248350000001,319,Ehime,Japan,2022/04/30 11:21:00+00,33.624835,132.856842,33206,0,135,0,,,"Ehime, Japan"
136.224654,35.846614,320,Fukui,Japan,2022/04/30 11:21:00+00,35.846614,136.224654,26909,0,45,0,,,"Fukui, Japan"
130.666949,33.526032,321,Fukuoka,Japan,2022/04/30 11:21:00+00,33.526032,130.666949,369021,0,1210,0,,,"Fukuoka, Japan"
140.223295,37.3788670000001,322,Fukushima,Japan,2022/04/30 11:21:00+00,37.378867,140.223295,51570,0,212,0,,,"Fukushima, Japan"
137.055925,35.778671,323,Gifu,Japan,2022/04/30 11:21:00+00,35.778671,137.055925,84267,0,324,0,,,"Gifu, Japan"
138.985605,36.5044790000001,324,Gunma,Japan,2022/04/30 11:21:00+00,36.504479,138.985605,84194,0,308,0,,,"Gunma, Japan"
132.788719,34.605309,325,Hiroshima,Japan,2022/04/30 11:21:00+00,34.605309,132.788719,126106,0,464,0,,,"Hiroshima, Japan"
142.552318,43.3857110000001,326,Hokkaido,Japan,2022/04/30 11:21:00+00,43.385711,142.552318,291038,0,1994,0,,,"Hokkaido, Japan"
134.828057,35.0399130000001,327,Hyogo,Japan,2022/04/30 11:21:00+00,35.039913,134.828057,384169,0,2189,0,,,"Hyogo, Japan"
140.319591,36.303588,328,Ibaraki,Japan,2022/04/30 11:21:00+00,36.303588,140.319591,143249,0,421,0,,,"Ibaraki, Japan"
136.771027,36.769464,329,Ishikawa,Japan,2022/04/30 11:21:00+00,36.769464,136.771027,43220,0,191,0,,,"Ishikawa, Japan"
141.361777,39.593287,330,Iwate,Japan,2022/04/30 11:21:00+00,39.593287,141.361777,27421,0,86,0,,,"Iwate, Japan"
133.969047,34.217292,331,Kagawa,Japan,2022/04/30 11:21:00+00,34.217292,133.969047,39072,0,120,0,,,"Kagawa, Japan"
130.430665,31.009484,332,Kagoshima,Japan,2022/04/30 11:21:00+00,31.009484,130.430665,64040,0,179,0,,,"Kagoshima, Japan"
139.338983,35.415312,333,Kanagawa,Japan,2022/04/30 11:21:00+00,35.415312,139.338983,699388,0,2138,0,,,"Kanagawa, Japan"
133.367307,33.4225190000001,334,Kochi,Japan,2022/04/30 11:21:00+00,33.422519,133.367307,21334,0,104,0,,,"Kochi, Japan"
130.745231,32.6081540000001,335,Kumamoto,Japan,2022/04/30 11:21:00+00,32.608154,130.745231,81880,0,281,0,,,"Kumamoto, Japan"
135.443341,35.253815,336,Kyoto,Japan,2022/04/30 11:21:00+00,35.253815,135.443341,180565,0,699,0,,,"Kyoto, Japan"
136.376013,34.5080180000001,337,Mie,Japan,2022/04/30 11:21:00+00,34.508018,136.376013,71108,0,285,0,,,"Mie, Japan"
140.927086,38.4468590000001,338,Miyagi,Japan,2022/04/30 11:21:00+00,38.446859,140.927086,73923,0,188,0,,,"Miyagi, Japan"
131.299374,32.193204,339,Miyazaki,Japan,2022/04/30 11:21:00+00,32.193204,131.299374,39942,0,131,0,,,"Miyazaki, Japan"
138.045528,36.1321340000001,340,Nagano,Japan,2022/04/30 11:21:00+00,36.132134,138.045528,61913,0,178,0,,,"Nagano, Japan"
129.608033,33.235712,341,Nagasaki,Japan,2022/04/30 11:21:00+00,33.235712,129.608033,46627,0,121,0,,,"Nagasaki, Japan"
135.871644,34.3174510000001,342,Nara,Japan,2022/04/30 11:21:00+00,34.317451,135.871644,83304,0,365,0,,,"Nara, Japan"
138.918647,37.5218190000001,343,Niigata,Japan,2022/04/30 11:21:00+00,37.521819,138.918647,60398,0,91,0,,,"Niigata, Japan"
131.43324,33.200697,344,Oita,Japan,2022/04/30 11:21:00+00,33.200697,131.43324,43632,0,156,0,,,"Oita, Japan"
133.826252,34.89246,345,Okayama,Japan,2022/04/30 11:21:00+00,34.89246,133.826252,79951,0,240,0,,,"Okayama, Japan"
126.668016,25.768923,346,Okinawa,Japan,2022/04/30 11:21:00+00,25.768923,126.668016,160109,0,447,0,,,"Okinawa, Japan"
135.507481,34.6209650000001,347,Osaka,Japan,2022/04/30 11:21:00+00,34.620965,135.507481,894035,0,4945,0,,,"Osaka, Japan"
,,348,Port Quarantine,Japan,2021/11/10 23:21:44+00,,,4463,0,4,0,,,"Port Quarantine, Japan"
130.115738,33.286977,349,Saga,Japan,2022/04/30 11:21:00+00,33.286977,130.115738,44381,0,97,0,,,"Saga, Japan"
139.347635,35.997101,350,Saitama,Japan,2022/04/30 11:21:00+00,35.997101,139.347635,510494,0,1446,0,,,"Saitama, Japan"
136.138064,35.215827,351,Shiga,Japan,2022/04/30 11:21:00+00,35.215827,136.138064,80789,0,213,0,,,"Shiga, Japan"
132.554064,35.0707600000001,352,Shimane,Japan,2022/04/30 11:21:00+00,35.07076,132.554064,13682,0,14,0,,,"Shimane, Japan"
138.407784,34.916975,353,Shizuoka,Japan,2022/04/30 11:21:00+00,34.916975,138.407784,146347,0,402,0,,,"Shizuoka, Japan"
139.819213,36.689912,354,Tochigi,Japan,2022/04/30 11:21:00+00,36.689912,139.819213,80587,0,265,0,,,"Tochigi, Japan"
134.242091,33.919178,355,Tokushima,Japan,2022/04/30 11:21:00+00,33.919178,134.242091,18756,0,79,0,,,"Tokushima, Japan"
139.446921,35.7113430000001,356,Tokyo,Japan,2022/04/30 11:21:00+00,35.711343,139.446921,1435784,0,4328,0,,,"Tokyo, Japan"
133.863619,35.359069,357,Tottori,Japan,2022/04/30 11:21:00+00,35.359069,133.863619,12204,0,14,0,,,"Tottori, Japan"
137.269346,36.6374640000001,358,Toyama,Japan,2022/04/30 11:21:00+00,36.637464,137.269346,32015,0,91,0,,,"Toyama, Japan"
,,359,Unknown,Japan,2021/11/10 23:21:44+00,,,8,0,0,0,,,"Unknown, Japan"
135.505446,33.9118790000001,360,Wakayama,Japan,2022/04/30 11:21:00+00,33.911879,135.505446,35811,0,115,0,,,"Wakayama, Japan"
140.102154,38.4483960000001,361,Yamagata,Japan,2022/04/30 11:21:00+00,38.448396,140.102154,23157,0,87,0,,,"Yamagata, Japan"
131.573293,34.2011900000001,362,Yamaguchi,Japan,2022/04/30 11:21:00+00,34.20119,131.573293,36457,0,173,0,,,"Yamaguchi, Japan"
138.611489,35.6123640000001,363,Yamanashi,Japan,2022/04/30 11:21:00+00,35.612364,138.611489,28672,0,67,0,,,"Yamanashi, Japan"
36.51,31.2400000000001,364,,Jordan,2022/04/30 11:21:00+00,31.24,36.51,1695745,0,14064,0,,,Jordan
66.9237000000001,48.0196,365,,Kazakhstan,2022/04/30 11:21:00+00,48.0196,66.9237,1394493,0,19013,0,,,Kazakhstan
37.9062000000001,-0.0236,366,,Kenya,2022/04/30 11:21:00+00,-0.0236,37.9062,323760,0,5649,0,,,Kenya
-168.734,-3.37039999999996,367,,Kiribati,2022/04/30 11:21:00+00,-3.3704,-168.734,3081,0,13,0,,,Kiribati
127.766922,35.9077570000001,368,,"Korea, South",2022/04/30 11:21:00+00,35.907757,127.766922,17237878,0,22794,0,,,"Korea, South"
20.9029770000001,42.6026360000001,369,,Kosovo,2022/04/30 11:21:00+00,42.602636,20.902977,228052,0,3138,0,,,Kosovo
47.4817660000001,29.3116600000001,370,,Kuwait,2022/04/30 11:21:00+00,29.31166,47.481766,631409,0,2555,0,,,Kuwait
74.7660980000001,41.2043800000001,371,,Kyrgyzstan,2022/04/30 11:21:00+00,41.20438,74.766098,200992,0,2991,0,,,Kyrgyzstan
102.495496,19.8562700000001,372,,Laos,2022/04/30 11:21:00+00,19.85627,102.495496,207469,0,744,0,,,Laos
24.6032000000001,56.8796,373,,Latvia,2022/04/30 11:21:00+00,56.8796,24.6032,822013,0,5760,0,,,Latvia
35.8623000000001,33.8547,374,,Lebanon,2022/04/30 11:21:00+00,33.8547,35.8623,1096854,0,10384,0,,,Lebanon
28.2336,-29.61,375,,Lesotho,2022/04/30 11:21:00+00,-29.61,28.2336,33015,0,697,0,,,Lesotho
-9.42949899999996,6.42805500000003,376,,Liberia,2022/04/30 11:21:00+00,6.428055,-9.429499,7434,0,294,0,,,Liberia
17.228331,26.3351000000001,377,,Libya,2022/04/30 11:21:00+00,26.3351,17.228331,501904,0,6430,0,,,Libya
9.55000000000007,47.14,378,,Liechtenstein,2022/04/30 11:21:00+00,47.14,9.55,17185,0,84,0,,,Liechtenstein
23.8813000000001,55.1694000000001,379,,Lithuania,2022/04/30 11:21:00+00,55.1694,23.8813,1058195,0,9094,0,,,Lithuania
6.12960000000004,49.8153,380,,Luxembourg,2022/04/30 11:21:00+00,49.8153,6.1296,237856,0,1064,0,,,Luxembourg
,,381,,MS Zaandam,2022/04/30 11:21:00+00,,,9,0,2,0,,,MS Zaandam
46.869107,-18.766947,382,,Madagascar,2022/04/30 11:21:00+00,-18.766947,46.869107,64152,0,1391,0,,,Madagascar
34.3015,-13.2542999999999,383,,Malawi,2022/04/30 11:21:00+00,-13.2543,34.3015,85781,0,2634,0,,,Malawi
103.7618,1.48540000000003,384,Johor,Malaysia,2022/04/30 11:21:00+00,1.4854,103.7618,382096,0,4504,0,,,"Johor, Malaysia"
100.3685,6.11840000000007,385,Kedah,Malaysia,2022/04/30 11:21:00+00,6.1184,100.3685,298550,0,2626,0,,,"Kedah, Malaysia"
102.2381,6.12540000000007,386,Kelantan,Malaysia,2022/04/30 11:21:00+00,6.1254,102.2381,247337,0,1419,0,,,"Kelantan, Malaysia"
102.2501,2.18960000000004,387,Melaka,Malaysia,2022/04/30 11:21:00+00,2.1896,102.2501,121824,0,1118,0,,,"Melaka, Malaysia"
101.9424,2.72580000000005,388,Negeri Sembilan,Malaysia,2022/04/30 11:21:00+00,2.7258,101.9424,201461,0,1471,0,,,"Negeri Sembilan, Malaysia"
103.3256,3.81260000000003,389,Pahang,Malaysia,2022/04/30 11:21:00+00,3.8126,103.3256,170740,0,970,0,,,"Pahang, Malaysia"
101.0901,4.59210000000007,390,Perak,Malaysia,2022/04/30 11:21:00+00,4.5921,101.0901,200565,0,1908,0,,,"Perak, Malaysia"
100.2048,6.44490000000008,391,Perlis,Malaysia,2022/04/30 11:21:00+00,6.4449,100.2048,17269,0,182,0,,,"Perlis, Malaysia"
100.3288,5.41410000000008,392,Pulau Pinang,Malaysia,2022/04/30 11:21:00+00,5.4141,100.3288,277209,0,1982,0,,,"Pulau Pinang, Malaysia"
116.0753,5.97880000000004,393,Sabah,Malaysia,2022/04/30 11:21:00+00,5.9788,116.0753,370712,0,3124,0,,,"Sabah, Malaysia"
110.3592,1.55330000000004,394,Sarawak,Malaysia,2022/04/30 11:21:00+00,1.5533,110.3592,305252,0,1729,0,,,"Sarawak, Malaysia"
101.5183,3.07380000000006,395,Selangor,Malaysia,2022/04/30 11:21:00+00,3.0738,101.5183,1338587,0,10630,0,,,"Selangor, Malaysia"
103.1324,5.31170000000003,396,Terengganu,Malaysia,2022/04/30 11:21:00+00,5.3117,103.1324,125653,0,863,0,,,"Terengganu, Malaysia"
,,397,Unknown,Malaysia,2022/04/30 11:21:00+00,,,0,0,0,0,,,"Unknown, Malaysia"
101.6869,3.13900000000007,398,W.P. Kuala Lumpur,Malaysia,2022/04/30 11:21:00+00,3.139,101.6869,347955,0,2818,0,,,"W.P. Kuala Lumpur, Malaysia"
115.2308,5.28310000000005,399,W.P. Labuan,Malaysia,2022/04/30 11:21:00+00,5.2831,115.2308,21303,0,155,0,,,"W.P. Labuan, Malaysia"
101.6964,2.92640000000006,400,W.P. Putrajaya,Malaysia,2022/04/30 11:21:00+00,2.9264,101.6964,19384,0,43,0,,,"W.P. Putrajaya, Malaysia"
73.2207000000001,3.20280000000002,401,,Maldives,2022/04/30 11:21:00+00,3.2028,73.2207,179171,0,298,0,,,Maldives
-3.99616599999996,17.5706920000001,402,,Mali,2022/04/30 11:21:00+00,17.570692,-3.996166,30815,0,732,0,,,Mali
14.3754000000001,35.9375000000001,403,,Malta,2022/04/30 11:21:00+00,35.9375,14.3754,91605,0,698,0,,,Malta
171.1845,7.13150000000007,404,,Marshall Islands,2022/04/30 11:21:00+00,7.1315,171.1845,17,0,0,0,,,Marshall Islands
-10.9408,21.0079000000001,405,,Mauritania,2022/04/30 11:21:00+00,21.0079,-10.9408,58687,0,982,0,,,Mauritania
57.552152,-20.348404,406,,Mauritius,2022/04/30 11:21:00+00,-20.348404,57.552152,220344,0,990,0,,,Mauritius
-102.2916,21.8853,407,Aguascalientes,Mexico,2022/04/30 11:21:00+00,21.8853,-102.2916,65832,0,3500,0,,,"Aguascalientes, Mexico"
-115.2838,30.8406000000001,408,Baja California,Mexico,2022/04/30 11:21:00+00,30.8406,-115.2838,134082,0,12270,0,,,"Baja California, Mexico"
-111.6661,26.0444000000001,409,Baja California Sur,Mexico,2022/04/30 11:21:00+00,26.0444,-111.6661,103712,0,2689,0,,,"Baja California Sur, Mexico"
-90.5348999999999,19.8301000000001,410,Campeche,Mexico,2022/04/30 11:21:00+00,19.8301,-90.5349,34084,0,2242,0,,,"Campeche, Mexico"
-93.1292,16.7569,411,Chiapas,Mexico,2022/04/30 11:21:00+00,16.7569,-93.1292,39024,0,2410,0,,,"Chiapas, Mexico"
-106.0691,28.633,412,Chihuahua,Mexico,2022/04/30 11:21:00+00,28.633,-106.0691,131452,0,9953,0,,,"Chihuahua, Mexico"
-99.1332,19.4326,413,Ciudad de Mexico,Mexico,2022/04/30 11:21:00+00,19.4326,-99.1332,1397085,0,42789,0,,,"Ciudad de Mexico, Mexico"
-101.7068,27.0587,414,Coahuila,Mexico,2022/04/30 11:21:00+00,27.0587,-101.7068,145489,0,8789,0,,,"Coahuila, Mexico"
-104.0072,19.1223000000001,415,Colima,Mexico,2022/04/30 11:21:00+00,19.1223,-104.0072,54738,0,2197,0,,,"Colima, Mexico"
-104.6588,24.5593000000001,416,Durango,Mexico,2022/04/30 11:21:00+00,24.5593,-104.6588,68236,0,3616,0,,,"Durango, Mexico"
-101.2574,21.0190000000001,417,Guanajuato,Mexico,2022/04/30 11:21:00+00,21.019,-101.2574,282085,0,14880,0,,,"Guanajuato, Mexico"
-99.5451,17.4392,418,Guerrero,Mexico,2022/04/30 11:21:00+00,17.4392,-99.5451,98379,0,6756,0,,,"Guerrero, Mexico"
-98.7624,20.0911,419,Hidalgo,Mexico,2022/04/30 11:21:00+00,20.0911,-98.7624,93394,0,8408,0,,,"Hidalgo, Mexico"
-103.3494,20.6595,420,Jalisco,Mexico,2022/04/30 11:21:00+00,20.6595,-103.3494,245428,0,19583,0,,,"Jalisco, Mexico"
-99.7232999999999,19.4969,421,Mexico,Mexico,2022/04/30 11:21:00+00,19.4969,-99.7233,571993,0,47204,0,,,"Mexico, Mexico"
-101.7068,19.5665000000001,422,Michoacan,Mexico,2022/04/30 11:21:00+00,19.5665,-101.7068,94119,0,8824,0,,,"Michoacan, Mexico"
-99.1013,18.6813,423,Morelos,Mexico,2022/04/30 11:21:00+00,18.6813,-99.1013,70169,0,5268,0,,,"Morelos, Mexico"
-104.8455,21.7514,424,Nayarit,Mexico,2022/04/30 11:21:00+00,21.7514,-104.8455,58196,0,3199,0,,,"Nayarit, Mexico"
-99.9962,25.5922,425,Nuevo Leon,Mexico,2022/04/30 11:21:00+00,25.5922,-99.9962,319484,0,15011,0,,,"Nuevo Leon, Mexico"
-96.7266,17.0732,426,Oaxaca,Mexico,2022/04/30 11:21:00+00,17.0732,-96.7266,119920,0,6195,0,,,"Oaxaca, Mexico"
-98.2062999999999,19.0414000000001,427,Puebla,Mexico,2022/04/30 11:21:00+00,19.0414,-98.2063,169571,0,16452,0,,,"Puebla, Mexico"
-100.3899,20.5888,428,Queretaro,Mexico,2022/04/30 11:21:00+00,20.5888,-100.3899,142038,0,6197,0,,,"Queretaro, Mexico"
-88.4791,19.1817,429,Quintana Roo,Mexico,2022/04/30 11:21:00+00,19.1817,-88.4791,91876,0,4379,0,,,"Quintana Roo, Mexico"
-100.9855,22.1565000000001,430,San Luis Potosi,Mexico,2022/04/30 11:21:00+00,22.1565,-100.9855,186135,0,7484,0,,,"San Luis Potosi, Mexico"
-107.4795,25.1721000000001,431,Sinaloa,Mexico,2022/04/30 11:21:00+00,25.1721,-107.4795,121922,0,9720,0,,,"Sinaloa, Mexico"
-110.3309,29.2972,432,Sonora,Mexico,2022/04/30 11:21:00+00,29.2972,-110.3309,165576,0,10119,0,,,"Sonora, Mexico"
-92.6188999999999,17.8409,433,Tabasco,Mexico,2022/04/30 11:21:00+00,17.8409,-92.6189,189772,0,6044,0,,,"Tabasco, Mexico"
-98.8362999999999,24.2669000000001,434,Tamaulipas,Mexico,2022/04/30 11:21:00+00,24.2669,-98.8363,145386,0,7981,0,,,"Tamaulipas, Mexico"
-98.2404,19.3139,435,Tlaxcala,Mexico,2022/04/30 11:21:00+00,19.3139,-98.2404,43806,0,3073,0,,,"Tlaxcala, Mexico"
,,436,Unknown,Mexico,2022/04/30 11:21:00+00,,,0,0,0,0,,,"Unknown, Mexico"
-96.1342,19.1738,437,Veracruz,Mexico,2022/04/30 11:21:00+00,19.1738,-96.1342,178975,0,16404,0,,,"Veracruz, Mexico"
-89.0943,20.7099000000001,438,Yucatan,Mexico,2022/04/30 11:21:00+00,20.7099,-89.0943,109146,0,6808,0,,,"Yucatan, Mexico"
-102.5832,22.7709,439,Zacatecas,Mexico,2022/04/30 11:21:00+00,22.7709,-102.5832,67665,0,3850,0,,,"Zacatecas, Mexico"
